,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,timestamp
916,36.09003,27.97398,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,354.64,257.15,D,0,2023-07-22 11:28:00
905,36.08434,27.99234,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,386.17,0.0,D,0,2023-07-22 11:28:00
917,36.09318,28.00283,353.38,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,309.59,15.6,D,0,2023-07-22 11:28:00
934,36.09884,27.98414,351.12,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,328.64,40.21,D,0,2023-07-22 11:28:00
919,36.08941,27.96827,344.89,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,311.0,257.15,D,0,2023-07-22 11:28:00
940,36.10197,27.97755,355.71,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,324.73,40.21,D,0,2023-07-22 11:28:00
939,36.10261,27.9834,353.76,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,327.82,40.21,D,0,2023-07-22 11:28:00
938,36.1007,27.96598,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,338.74,241.63,D,0,2023-07-22 11:28:00
937,36.10132,27.9717,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,344.78,241.63,D,0,2023-07-22 11:28:00
936,36.10327,27.98941,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,354.97,148.47,D,0,2023-07-22 11:28:00
935,36.10393,27.99539,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,356.63,148.47,D,0,2023-07-22 11:28:00
895,36.09705,27.9985,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,317.53,120.57,D,0,2023-07-22 11:28:00
933,36.10014,27.99599,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,337.27,148.47,D,0,2023-07-22 11:28:00
932,36.0982,27.97828,356.52,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,323.45,40.21,D,0,2023-07-22 11:28:00
931,36.10077,28.00176,345.53,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,311.43,15.58,D,0,2023-07-22 11:28:00
930,36.09755,27.97238,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,352.42,241.63,D,0,2023-07-22 11:28:00
929,36.09949,27.99003,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,351.3,148.47,D,0,2023-07-22 11:28:00
928,36.09506,27.98481,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,337.06,64.68,D,0,2023-07-22 11:28:00
927,36.0957,27.99066,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,376.99,380.92,D,0,2023-07-22 11:28:00
926,36.09636,27.99664,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,341.11,380.92,D,0,2023-07-22 11:28:00
925,36.09442,27.97896,352.61,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,323.81,64.68,D,0,2023-07-22 11:28:00
924,36.097,28.00251,348.03,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,311.14,15.6,D,0,2023-07-22 11:28:00
923,36.09317,27.96747,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,340.76,257.15,D,0,2023-07-22 11:28:00
922,36.09379,27.9732,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,353.91,257.15,D,0,2023-07-22 11:28:00
921,36.09129,27.98554,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,331.52,64.68,D,0,2023-07-22 11:28:00
920,36.09192,27.99123,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,372.84,380.92,D,0,2023-07-22 11:28:00
918,36.09066,27.97976,351.19,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,324.33,64.68,D,0,2023-07-22 11:28:00
894,36.09126,27.98163,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,329.06,143.81,D,0,2023-07-22 11:28:00
878,36.08244,27.97186,352.37,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,308.27,16.94,D,0,2023-07-22 11:28:00
892,36.09325,27.99891,355.35,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,316.32,120.57,D,0,2023-07-22 11:28:00
865,36.07684,27.99018,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,376.02,0.0,D,0,2023-07-22 11:28:00
864,36.07742,27.99531,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,377.46,0.0,D,0,2023-07-22 11:28:00
863,36.07807,28.00103,357.59,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,318.23,110.69,D,0,2023-07-22 11:28:00
862,36.07557,27.97911,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,330.86,173.73,D,0,2023-07-22 11:28:00
861,36.07309,27.99109,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,351.64,235.18,D,0,2023-07-22 11:28:00
860,36.07182,27.97989,354.08,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,309.29,39.13,D,0,2023-07-22 11:28:00
859,36.07246,27.98563,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,336.93,39.13,D,0,2023-07-22 11:28:00
858,36.07368,27.99636,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,347.04,235.18,D,0,2023-07-22 11:28:00
857,36.07434,28.00213,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,310.31,25.76,D,0,2023-07-22 11:28:00
866,36.07623,27.98484,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,356.33,173.73,D,0,2023-07-22 11:28:00
856,36.06805,27.98065,346.03,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,308.13,39.13,D,0,2023-07-22 11:28:00
854,36.07059,28.00306,355.17,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,309.31,25.76,D,0,2023-07-22 11:28:00
853,36.06932,27.99186,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,330.77,235.18,D,0,2023-07-22 11:28:00
852,36.06994,27.9973,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,351.78,235.18,D,0,2023-07-22 11:28:00
851,36.06556,27.99261,353.53,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,307.99,9.06,D,0,2023-07-22 11:28:00
850,36.06619,27.99818,354.76,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,306.9,9.06,D,3,2023-07-22 11:28:00
849,36.06748,28.0096,330.07,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,300.33,5.44,D,3,2023-07-22 11:28:00
848,36.06242,27.99897,337.05,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,300.15,9.06,D,3,2023-07-22 11:28:00
847,36.06307,28.00468,338.93,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,298.8,5.44,D,3,2023-07-22 11:28:00
846,36.06371,28.01033,330.79,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,297.87,5.44,D,3,2023-07-22 11:28:00
855,36.0687,27.98635,355.96,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,309.61,39.13,D,0,2023-07-22 11:28:00
867,36.07998,27.98398,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,345.83,173.73,D,0,2023-07-22 11:28:00
868,36.07933,27.97827,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,351.71,173.73,D,0,2023-07-22 11:28:00
869,36.08253,28.00639,348.35,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,309.77,110.69,D,0,2023-07-22 11:28:00
891,36.09394,28.00495,348.03,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,310.48,120.57,D,0,2023-07-22 11:28:00
890,36.08994,27.97018,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,332.59,315.67,D,0,2023-07-22 11:28:00
889,36.0906,27.97587,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,343.95,143.81,D,0,2023-07-22 11:28:00
888,36.09192,27.98741,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,336.05,316.67,D,0,2023-07-22 11:28:00
887,36.08684,27.97663,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,330.61,102.31,D,0,2023-07-22 11:28:00
886,36.08749,27.98234,351.01,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,329.66,102.31,D,0,2023-07-22 11:28:00
885,36.08878,27.99361,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,373.78,0.0,D,0,2023-07-22 11:28:00
884,36.08619,27.971,353.83,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,310.0,16.94,D,0,2023-07-22 11:28:00
883,36.08943,27.99929,354.45,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,317.04,121.39,D,0,2023-07-22 11:28:00
882,36.09012,28.0053,348.45,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,309.48,121.39,D,0,2023-07-22 11:28:00
881,36.08814,27.988,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,350.29,0.0,D,0,2023-07-22 11:28:00
880,36.08437,27.98872,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,365.82,0.0,D,0,2023-07-22 11:28:00
879,36.08498,27.99411,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,378.75,0.0,D,0,2023-07-22 11:28:00
941,36.10769,27.99462,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,355.35,108.44,D,0,2023-07-22 11:28:00
877,36.08563,27.99973,352.91,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,325.16,121.39,D,0,2023-07-22 11:28:00
876,36.08633,28.00587,352.35,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,307.32,121.39,D,0,2023-07-22 11:28:00
875,36.08308,27.97748,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,336.26,102.31,D,0,2023-07-22 11:28:00
874,36.08374,27.98319,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,338.77,102.31,D,0,2023-07-22 11:28:00
873,36.08059,27.98934,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,375.0,0.0,D,0,2023-07-22 11:28:00
872,36.0812,27.99468,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,374.93,0.0,D,0,2023-07-22 11:28:00
870,36.08184,28.00033,352.26,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,323.62,110.69,D,0,2023-07-22 11:28:00
893,36.09258,27.99307,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,379.61,316.67,D,0,2023-07-22 11:28:00
942,36.10704,27.98866,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,349.52,108.44,D,0,2023-07-22 11:28:00
944,36.10446,27.96524,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,345.53,131.18,D,0,2023-07-22 11:28:00
1035,36.18714,27.95512,347.82,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,316.68,70.0,D,0,2023-07-22 11:28:00
1017,36.15672,27.95091,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,348.19,144.21,D,0,2023-07-22 11:28:00
1016,36.15361,27.95743,356.11,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,320.12,14.83,D,0,2023-07-22 11:28:00
1015,36.15426,27.96315,351.94,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,319.15,14.83,D,0,2023-07-22 11:28:00
1013,36.14983,27.95801,352.62,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,319.16,14.83,D,0,2023-07-22 11:28:00
1012,36.15046,27.96366,348.55,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,316.8,14.83,D,0,2023-07-22 11:28:00
1011,36.1511,27.9693,354.13,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,321.69,51.92,D,0,2023-07-22 11:28:00
1010,36.14917,27.9522,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,364.04,217.11,D,0,2023-07-22 11:28:00
1009,36.14794,27.97547,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,332.34,83.35,D,0,2023-07-22 11:28:00
1008,36.14605,27.95857,357.18,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,321.83,77.83,D,0,2023-07-22 11:28:00
1007,36.1454,27.95285,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,336.3,151.18,D,0,2023-07-22 11:28:00
1006,36.14668,27.9642,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,321.73,77.83,D,0,2023-07-22 11:28:00
1005,36.1473,27.96979,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,349.31,83.35,D,0,2023-07-22 11:28:00
1004,36.14227,27.95922,353.2,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,343.73,77.83,D,0,2023-07-22 11:28:00
1003,36.14416,27.97609,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,338.28,83.35,D,0,2023-07-22 11:28:00
1002,36.14289,27.96482,355.84,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,320.24,77.83,D,0,2023-07-22 11:28:00
1001,36.14352,27.97038,356.59,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,328.66,83.35,D,0,2023-07-22 11:28:00
1000,36.14163,27.95357,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,342.05,151.18,D,0,2023-07-22 11:28:00
999,36.13849,27.95988,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,342.77,61.17,D,0,2023-07-22 11:28:00
998,36.13912,27.96548,354.65,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,320.15,61.17,D,0,2023-07-22 11:28:00
997,36.13974,27.97105,355.54,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,324.76,43.54,D,0,2023-07-22 11:28:00
996,36.14039,27.97682,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,341.98,43.54,D,0,2023-07-22 11:28:00
1018,36.15739,27.95685,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,326.16,46.98,D,0,2023-07-22 11:28:00
1019,36.1605,27.95031,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,351.48,144.21,D,0,2023-07-22 11:28:00
1020,36.16183,27.96204,348.58,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,319.26,46.98,D,0,2023-07-22 11:28:00
1021,36.16117,27.95619,351.37,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,324.82,46.98,D,0,2023-07-22 11:28:00
943,36.10574,27.97685,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,320.8,28.07,D,0,2023-07-22 11:28:00
1043,36.22235,27.92549,346.62,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,317.34,9.66,D,0,2023-07-22 11:28:00
1042,36.21167,27.93319,349.91,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,319.05,14.87,D,0,2023-07-22 11:28:00
1041,36.20163,27.94679,352.27,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,321.53,29.89,D,0,2023-07-22 11:28:00
1040,36.19846,27.95302,356.69,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,324.71,82.44,D,0,2023-07-22 11:28:00
1039,36.19222,27.93119,351.29,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,323.27,42.31,D,0,2023-07-22 11:28:00
1038,36.19469,27.95372,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,333.36,82.44,D,0,2023-07-22 11:28:00
1037,36.19533,27.95961,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,337.14,82.44,D,0,2023-07-22 11:28:00
1036,36.18843,27.93175,354.87,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,331.33,88.34,D,0,2023-07-22 11:28:00
1034,36.18778,27.96104,348.85,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,318.08,70.0,D,0,2023-07-22 11:28:00
995,36.13597,27.97178,356.37,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,322.71,43.54,D,0,2023-07-22 11:28:00
1033,36.19893,27.94966,351.73,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,324.98,61.05,D,0,2023-07-22 11:28:00
1031,36.1958,27.95603,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,352.48,61.05,D,0,2023-07-22 11:28:00
1030,36.18944,27.93408,350.58,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,329.9,47.9,D,0,2023-07-22 11:28:00
1029,36.18566,27.93467,350.98,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,323.2,47.9,D,0,2023-07-22 11:28:00
1028,36.18188,27.93531,350.76,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,320.56,9.58,D,0,2023-07-22 11:28:00
1027,36.17811,27.93595,350.01,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,320.91,9.58,D,0,2023-07-22 11:28:00
1026,36.17875,27.94159,353.16,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,323.17,18.82,D,0,2023-07-22 11:28:00
1025,36.17499,27.94228,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,335.31,93.04,D,0,2023-07-22 11:28:00
1024,36.17564,27.94797,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,328.17,93.04,D,0,2023-07-22 11:28:00
1023,36.16429,27.94976,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,351.02,204.32,D,0,2023-07-22 11:28:00
1022,36.16496,27.95564,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,327.95,165.64,D,0,2023-07-22 11:28:00
1032,36.19958,27.95536,356.85,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,322.75,61.05,D,0,2023-07-22 11:28:00
994,36.13661,27.97746,350.43,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,324.45,43.54,D,0,2023-07-22 11:28:00
1014,36.15295,27.95159,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,348.83,217.11,D,0,2023-07-22 11:28:00
992,36.13535,27.96615,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,320.33,61.17,D,0,2023-07-22 11:28:00
966,36.11576,27.96302,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,346.81,119.02,D,0,2023-07-22 11:28:00
965,36.11641,27.9689,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,319.46,119.02,D,0,2023-07-22 11:28:00
964,36.11707,27.97488,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,318.18,19.98,D,0,2023-07-22 11:28:00
963,36.11772,27.98075,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,321.47,19.98,D,0,2023-07-22 11:28:00
962,36.11837,27.98664,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,320.01,55.95,D,0,2023-07-22 11:28:00
961,36.1146,27.98734,351.69,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,326.85,55.95,D,0,2023-07-22 11:28:00
960,36.11523,27.9931,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,330.07,55.95,D,0,2023-07-22 11:28:00
959,36.11328,27.97538,356.86,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,318.67,19.98,D,0,2023-07-22 11:28:00
958,36.11136,27.9581,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,340.0,280.44,D,0,2023-07-22 11:28:00
957,36.11198,27.96366,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,356.6,119.02,D,0,2023-07-22 11:28:00
967,36.11514,27.9574,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,372.61,280.44,D,0,2023-07-22 11:28:00
956,36.11262,27.96943,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,324.07,119.02,D,0,2023-07-22 11:28:00
954,36.1076,27.95888,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,328.73,101.72,D,0,2023-07-22 11:28:00
953,36.11083,27.98808,351.6,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,333.65,108.44,D,0,2023-07-22 11:28:00
952,36.11147,27.99393,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,339.52,108.44,D,0,2023-07-22 11:28:00
951,36.1095,27.97604,357.65,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,322.02,28.07,D,0,2023-07-22 11:28:00
993,36.13471,27.96049,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,339.72,61.17,D,0,2023-07-22 11:28:00
949,36.10822,27.96445,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,357.98,131.18,D,0,2023-07-22 11:28:00
948,36.10885,27.97019,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,321.19,131.18,D,0,2023-07-22 11:28:00
947,36.11016,27.98199,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,330.66,28.07,D,0,2023-07-22 11:28:00
946,36.10509,27.97094,356.04,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,322.58,131.18,D,0,2023-07-22 11:28:00
945,36.10639,27.98276,356.64,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,328.99,28.07,D,0,2023-07-22 11:28:00
955,36.11393,27.98133,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,322.64,19.98,D,0,2023-07-22 11:28:00
968,36.12087,27.97442,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,320.61,26.72,D,0,2023-07-22 11:28:00
950,36.1121,27.99962,345.12,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,312.07,39.18,D,0,2023-07-22 11:28:00
970,36.1189,27.95671,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,372.45,386.57,D,0,2023-07-22 11:28:00
969,36.1202,27.96842,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,317.39,59.78,D,0,2023-07-22 11:28:00
991,36.13093,27.96109,351.7,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,316.81,38.53,D,0,2023-07-22 11:28:00
990,36.13346,27.98381,347.08,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,319.95,114.8,D,0,2023-07-22 11:28:00
989,36.13157,27.96684,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,317.26,38.53,D,0,2023-07-22 11:28:00
988,36.1322,27.97248,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,325.17,45.46,D,0,2023-07-22 11:28:00
986,36.12714,27.9616,353.91,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,331.41,38.53,D,0,2023-07-22 11:28:00
985,36.12648,27.95571,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,353.68,219.28,D,0,2023-07-22 11:28:00
984,36.12779,27.96745,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,318.59,38.53,D,0,2023-07-22 11:28:00
983,36.12842,27.97309,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,322.55,45.46,D,0,2023-07-22 11:28:00
982,36.12904,27.97861,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,335.77,45.46,D,0,2023-07-22 11:28:00
981,36.12968,27.98439,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,350.54,114.8,D,0,2023-07-22 11:28:00
987,36.13282,27.97802,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,335.07,45.46,D,0,2023-07-22 11:28:00
979,36.12527,27.97938,353.03,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,327.96,26.72,D,0,2023-07-22 11:28:00
978,36.12654,27.99083,347.58,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,315.34,144.03,D,0,2023-07-22 11:28:00
977,36.12268,27.95614,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,361.68,386.57,D,0,2023-07-22 11:28:00
976,36.124,27.9679,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,318.31,59.78,D,0,2023-07-22 11:28:00
975,36.12465,27.97374,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,321.97,26.72,D,0,2023-07-22 11:28:00
974,36.12591,27.98516,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,364.92,144.03,D,0,2023-07-22 11:28:00
980,36.12333,27.96196,351.47,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,337.95,59.78,D,0,2023-07-22 11:28:00
971,36.12151,27.98022,355.65,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,325.85,26.72,D,0,2023-07-22 11:28:00
973,36.12214,27.9859,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,328.9,144.03,D,0,2023-07-22 11:28:00
972,36.11953,27.96238,356.05,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,329.26,59.78,D,0,2023-07-22 11:28:00
1163,36.09872,27.95098,327.35,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.69,34.4,N,0,2023-07-22 23:49:00
1162,36.09936,27.9462,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,326.77,34.4,N,0,2023-07-22 23:49:00
1159,36.10282,27.947,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,335.64,34.4,N,0,2023-07-22 23:49:00
1160,36.10218,27.95176,314.99,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.53,34.4,N,0,2023-07-22 23:49:00
1158,36.10345,27.94224,337.79,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.36,47.13,N,0,2023-07-22 23:49:00
1157,36.10627,27.9478,345.79,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,311.59,23.08,N,0,2023-07-22 23:49:00
1161,36.09999,27.94146,336.71,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.45,47.13,N,0,2023-07-22 23:49:00
1164,36.09591,27.94541,348.88,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,316.81,19.17,N,0,2023-07-22 23:49:00
1168,36.09118,27.95415,319.75,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.77,2.81,N,0,2023-07-22 23:49:00
1166,36.09245,27.94466,334.6,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.36,19.17,N,0,2023-07-22 23:49:00
1167,36.09182,27.9494,350.18,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,316.62,19.17,N,0,2023-07-22 23:49:00
1169,36.08836,27.94865,353.74,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,317.12,19.91,N,0,2023-07-22 23:49:00
1170,36.08773,27.95335,350.71,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,312.03,13.31,N,0,2023-07-22 23:49:00
1173,36.08426,27.95266,344.99,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,313.77,13.31,N,0,2023-07-22 23:49:00
1172,36.08489,27.94794,345.65,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,317.95,19.91,N,0,2023-07-22 23:49:00
1156,36.1069,27.94303,335.22,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.92,19.95,N,0,2023-07-22 23:49:00
1171,36.08552,27.94322,332.81,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.56,19.91,N,0,2023-07-22 23:49:00
